[Retainability,HOSR,RSRP,RSRQ,SINR,Throughput,Distance,FaultCause]
1,1,-71.429,-18.274,14.349,113.981,0.912,7
0.99,0.961,-67.823,-17.945,16.069,121.156,0.897,7
1,1,-76.871,-17.937,13.243,109.09,0.892,7
0.981,0.911,-69.721,-17.798,14.524,101.524,0.911,7
1,1,-73.671,-18.159,14.401,99.261,0.895,7
1,1,-73.656,-18.343,13.571,99.228,0.902,7
0.99,0.952,-70.057,-18.183,15.696,118.521,0.893,7
0.994,0.968,-70.245,-17.417,14.64,126.331,0.876,7
0.989,0.953,-71.878,-17.996,14.524,103.888,0.9,7
0.99,0.957,-72.673,-17.864,13.845,114.864,0.894,7
1,1,-71.264,-18.205,13.717,99.128,0.893,7
1,1,-71.252,-18.001,14.771,98.767,0.879,7
0.984,0.945,-69.186,-18.047,15.052,108.481,0.901,7
0.995,0.981,-69.983,-18.128,14.259,108.765,0.91,7
0.984,0.927,-72.662,-18.28,13.253,105.659,0.908,7
0.989,0.957,-76.653,-17.979,13.633,102.793,0.885,7
0.995,0.98,-73.068,-18.213,13.218,108.547,0.907,7
0.995,0.982,-70.489,-18.266,13.194,98.619,0.901,7
1,1,-74.295,-17.857,13.084,113.501,0.889,7
0.982,0.902,-71.192,-17.844,14.718,108.765,0.892,7
0.994,0.978,-72.619,-17.791,14.002,113.928,0.887,7
1,1,-71.314,-18.111,13.363,113.501,0.891,7
0.97,0.906,-71.268,-18.21,14.196,99.228,0.887,7
1,1,-70.624,-18.31,13.638,94.08,0.863,7
0.984,0.958,-73.086,-17.666,14.851,118.521,0.874,7
0.982,0.941,-73.205,-18.113,15.329,128.127,0.921,7
0.995,0.976,-71.38,-17.989,15.989,143.213,0.89,7
0.989,0.966,-70.333,-18.19,16.188,113.961,0.904,7
1,1,-72.162,-17.721,16.134,123.902,0.868,7
1,1,-72.226,-18.426,14.706,128.661,0.934,7
0.989,0.977,-70.91,-17.836,15.793,118.623,0.919,7
1,1,-73.181,-18.153,14.362,129.419,0.892,7
0.989,0.957,-70.177,-18.315,15.455,128.628,0.894,7
0.993,0.98,-73.697,-18.054,14.88,123.545,0.906,7
1,1,-71.276,-17.894,15.447,143.563,0.873,7
0.995,0.975,-71.434,-17.755,15.282,108.711,0.891,7
0.989,0.962,-72.014,-18.32,15.633,99.128,0.88,7
1,1,-71.944,-18.185,15.951,137.617,0.929,7
0.979,0.938,-73.868,-18.231,14.544,98.93,0.88,7
0.995,0.981,-73.795,-18.247,14.297,103.989,0.873,7
1,1,-72.196,-17.913,15.406,124.034,0.893,7
1,1,-72.748,-18.07,15.227,128.499,0.927,7
1,1,-71.537,-18.411,14.783,93.654,0.926,7
1,1,-71.459,-17.84,15.779,138.596,0.903,7
0.994,0.976,-72.54,-18.387,13.729,128.661,0.945,7
0.989,0.959,-72.525,-18.172,15.977,123.091,0.888,7
0.995,0.98,-72.108,-18.215,14.483,108.134,0.898,7
1,1,-72.786,-18.183,14.713,118.521,0.902,7
0.978,0.952,-74.9,-17.899,13.969,98.767,0.896,7
1,1,-70.665,-17.887,16.111,109.334,0.908,7
0.994,0.981,-69.328,-18.254,16.732,121.156,0.884,7
0.994,0.975,-71.496,-17.86,15.572,127.598,0.866,7
1,1,-66.882,-17.997,15.809,129.088,0.907,7
0.984,0.967,-73.614,-18.169,14.072,99.228,0.944,7
0.987,0.966,-75.397,-18.13,13.991,108.156,0.889,7
0.988,0.985,-70.793,-18.386,14.31,98.434,0.909,7
1,1,-71.797,-18.129,14.965,99.228,0.946,7
0.967,0.889,-73.108,-18.339,15.205,137.721,0.931,7
0.984,0.952,-71.365,-18.323,14.721,103.784,0.92,7
0.988,0.966,-71.743,-18.574,15.051,132.645,0.961,7
1,1,-72.034,-17.808,15.136,160.475,0.879,7
0.98,0.922,-73.9,-18.209,13.738,116.224,0.906,7
0.995,0.981,-71.243,-18.246,15.138,113.814,0.908,7
1,1,-70.51,-18.159,15.557,120.914,0.875,7
0.995,0.976,-70.66,-17.93,15.29,121.156,0.886,7
0.989,0.96,-71.302,-17.764,15.859,121.278,0.879,7
1,1,-72.82,-18.18,15.366,123.848,0.914,7
0.994,0.977,-72.279,-17.994,14.696,123.641,0.889,7
0.989,0.966,-72.988,-18.539,14.863,108.799,0.947,7
1,1,-70.774,-18.116,14.821,113.16,0.949,7
0.984,0.939,-73.204,-18.093,15.244,123.902,0.946,7
1,1,-71.375,-18.439,15.325,133.99,0.9,7
0.988,0.951,-72.811,-18.194,15.343,123.484,0.906,7
1,1,-71.885,-18.094,14.884,113.009,0.891,7
0.994,0.98,-72.241,-18.278,15.41,117.294,0.894,7
1,1,-70.199,-18.173,15.296,119.083,0.898,7
0.995,0.981,-71.586,-18.306,13.605,99.079,0.936,7
1,1,-71.118,-18.251,15.547,138.274,0.962,7
0.99,0.947,-74.218,-18.035,14.637,123.91,0.96,7
1,1,-71.712,-18.033,14.661,108.547,0.905,7
1,1,-70.432,-18.162,15.511,103.032,0.924,7
0.994,0.974,-72.665,-18.215,13.619,133.121,0.88,7
1,1,-70.291,-18.105,15.102,111.392,0.89,7
0.994,0.982,-75.628,-18.113,12.954,102.602,0.936,7
0.983,0.919,-70.213,-17.994,15.064,124.034,0.917,7
0.994,0.981,-73.256,-17.965,14.297,121.311,0.902,7
1,1,-73.84,-18.393,14.166,103.576,0.89,7
0.995,0.98,-70.477,-18.057,15.759,108.874,0.874,7
0.981,0.94,-70.937,-18.255,14.695,108.765,0.908,7
0.989,0.957,-68.649,-17.982,16.209,121.278,0.911,7
0.994,0.977,-73.635,-18.374,14.978,113.928,0.897,7
0.995,0.977,-73.157,-18.322,15.593,113.586,0.915,7
1,1,-68.978,-18.207,16.605,121.278,0.923,7
1,1,-71.903,-18.212,14.267,93.747,0.92,7
0.994,0.98,-75.938,-18.19,13.728,103.135,0.946,7
0.989,0.964,-69.755,-18.438,15.853,113.814,0.884,7
0.995,0.969,-72.667,-17.616,14.649,108.547,0.87,7
0.989,0.97,-73.495,-18.358,13.748,89.121,0.938,7
0.983,0.949,-73.867,-18.489,13.91,113.568,0.927,7
0.985,0.945,-73.901,-18.363,13.829,113.242,0.953,7
0.989,0.968,-71.074,-18.485,14.643,98.767,0.891,7
0.978,0.929,-72.082,-18.325,14.518,113.331,0.922,7
0.995,0.975,-72.361,-18.012,14.691,118.981,0.885,7
0.989,0.957,-72.446,-18.28,14.763,113.847,0.883,7
0.977,0.945,-74.737,-18.474,13.663,102.79,0.909,7
0.973,0.923,-71.01,-18.215,14.685,113.928,0.946,7
0.995,0.98,-74.377,-18.108,13.654,108.874,0.906,7
0.995,0.977,-72.209,-18.224,14.694,121.156,0.892,7
1,1,-74.672,-18.321,14.204,102.804,0.874,7
0.994,0.98,-70.716,-18.045,15.159,127.972,0.879,7
0.994,0.981,-72.859,-18.433,13.891,118.165,0.884,7
0.974,0.935,-72.141,-18.044,15.251,148.233,0.869,7
0.987,0.961,-72.503,-18.203,15.655,141.031,0.889,7
0.994,0.979,-73.65,-18.179,14.268,101.395,0.847,7
0.989,0.965,-72.967,-18.014,13.777,113.814,0.881,7
0.994,0.98,-70.759,-18.163,16.01,128.499,0.874,7
0.994,0.976,-74.531,-17.942,13.919,108.874,0.879,7
0.994,1,-74.662,-18.186,14.211,116.224,0.887,7
1,1,-73.387,-17.869,15.008,118.802,0.887,7
0.994,0.983,-71.481,-18.204,15.064,108.874,0.882,7
0.995,0.982,-71.917,-18.277,14.583,99.079,0.874,7
1,1,-73.379,-18.075,14.54,105.342,0.883,7
0.989,0.964,-72.969,-18.575,14.222,108.799,0.91,7
0.981,0.919,-72.451,-18.593,14.92,137.558,0.889,7
1,1,-74.158,-18.21,14.409,128.628,0.86,7
0.994,0.978,-74.224,-18.18,13.722,128.242,0.885,7
1,1,-72.95,-18.046,15.42,115.875,0.874,7
0.994,0.98,-73.503,-17.627,13.476,103.888,0.878,7
0.984,0.93,-74.152,-17.794,15.053,120.392,0.878,7
0.99,0.958,-74.415,-18.008,14.171,93.466,0.876,7
0.995,0.982,-70.552,-17.895,15.772,106.489,0.858,7
0.994,0.978,-73.928,-17.959,14.857,118.402,0.861,7
0.994,0.977,-72.737,-17.929,14.805,141.359,0.889,7
0.995,0.98,-72.385,-18.236,15.193,103.135,0.868,7
0.994,0.98,-70.927,-18.098,15.881,124.034,0.872,7
0.994,0.98,-73.81,-18.338,14.803,128.499,0.88,7
0.995,0.984,-73.216,-18.142,15.274,98.471,0.89,7
1,1,-71.685,-17.871,16.175,131.982,0.884,7
0.989,0.961,-70.783,-18.266,14.94,113.928,0.894,7
1,1,-72.498,-18.205,14.63,118.981,0.876,7
0.995,0.983,-71.235,-18.194,15.537,117.751,0.877,7
0.994,0.98,-71.445,-17.966,15.058,118.521,0.863,7
0.995,0.978,-71.069,-17.817,15.367,99.228,0.867,7
0.995,0.982,-73.612,-18.033,14.691,94.08,0.883,7
0.989,0.979,-74.99,-17.611,13.789,130.368,0.86,7
0.989,0.96,-72.731,-17.772,14.369,123.396,0.867,7
1,1,-73.273,-17.877,15.231,124.034,0.863,7
0.994,0.978,-74.033,-17.957,13.906,120.914,0.885,7
1,1,-71.234,-17.699,15.572,127.97,0.861,7
0.984,0.952,-73.664,-17.867,15.129,116.224,0.886,7
1,1,-75.539,-18.035,13.509,123.641,0.896,7
1,1,-68.857,-17.612,15.633,123.53,0.887,7
0.995,0.981,-71.429,-18.061,15.738,118.981,0.898,7
0.994,0.976,-71.102,-17.636,14.495,118.862,0.869,7
1,1,-72.994,-17.896,14.918,113.928,0.881,7
1,1,-69.899,-17.897,15.385,108.799,0.883,7
0.994,0.98,-73.328,-17.952,15.512,115.223,0.898,7
0.995,0.981,-72.446,-18.177,14.641,118.862,0.892,7
0.993,0.98,-68.294,-18.156,15.928,153.434,0.923,7
0.994,0.982,-76.75,-18.011,13.923,120.307,0.885,7
0.994,0.978,-68.888,-17.983,13.975,103.135,0.88,7
1,1,-68.135,-17.869,15.083,138.629,0.886,7
1,1,-70.495,-17.998,14.942,113.009,0.898,7
0.994,0.981,-71.877,-17.981,15.109,127.632,0.883,7
1,1,-71.817,-17.674,14.831,121.156,0.875,7
1,1,-70.196,-18.231,14.549,117.673,0.915,7
0.987,0.961,-69.009,-18.305,15.53,124.034,0.898,7
1,1,-70.85,-17.948,15.494,128.499,0.894,7
0.988,0.963,-70.659,-17.846,15.062,129.417,0.905,7
0.982,0.952,-70.703,-18.6,13.575,116.527,0.945,7
1,1,-67.022,-18.214,15.71,130.238,0.857,7
1,1,-66.262,-17.843,16.725,160.784,0.949,7
0.995,0.979,-71.846,-17.824,13.973,128.242,0.886,7
0.995,0.986,-71.549,-18.215,13.243,93.882,0.913,7
0.994,0.976,-67.781,-18.221,15.935,147.936,0.868,7
1,1,-72.686,-18.298,15.119,113.928,0.904,7
1,1,-71.393,-18.065,15.101,123.042,0.887,7
0.994,0.981,-71.59,-17.945,15.24,113.79,0.862,7
0.982,0.949,-67.988,-18.433,14.703,127.984,0.897,7
1,1,-69.121,-17.989,15.68,143.285,0.896,7
0.994,0.981,-68.012,-18.22,14.062,128.234,0.892,7
0.968,0.885,-74.244,-18.071,13.918,114.949,0.885,7
1,1,-70.4,-17.791,15.55,121.156,0.896,7
0.988,0.965,-68.34,-17.836,16.535,121.156,0.904,7
0.983,0.949,-73.08,-17.975,14.128,106.375,0.886,7
0.995,0.978,-71.729,-17.936,14.332,123.538,0.876,7
1,1,-72.86,-18.035,14.7,116.108,0.91,7
0.989,0.982,-68.147,-18.121,16.246,118.521,0.86,7
1,1,-70.395,-17.802,15.786,105.561,0.833,7
0.984,0.946,-72.037,-18.238,14.956,103.854,0.88,7
1,1,-71.501,-18.01,14.409,107.948,0.884,7
0.985,0.939,-68.685,-17.926,15.582,124.034,0.898,7
1,1,-70.307,-17.768,15.301,159.105,0.89,7
1,1,-72.247,-17.899,14.34,121.278,0.884,7
0.987,0.947,-70.811,-17.973,15.451,161.703,0.907,7
0.994,0.977,-74.008,-17.91,14.494,123.091,0.864,7
0.983,0.935,-70.4,-18.133,15.555,128.628,0.879,7
1,1,-67.653,-18.105,15.595,118.521,0.88,7
0.989,0.946,-69.563,-17.862,14.719,118.402,0.85,7
0.99,0.962,-73.942,-18.245,12.876,102.611,0.915,7
1,1,-72.121,-18.041,14.937,157.509,0.882,7
0.976,0.918,-70.687,-18.068,14.774,123.91,0.884,7
0.994,0.977,-71.583,-17.964,15.763,145.938,0.885,7
1,1,-72.202,-17.652,14.766,121.278,0.86,7
1,1,-68.528,-18.152,15.658,167.118,0.884,7
0.994,0.978,-71.594,-17.983,14.036,123.848,0.868,7
0.981,0.925,-70.779,-18.261,15.169,145.938,0.888,7
0.994,0.982,-73.272,-18.554,14.498,121.893,0.891,7
1,1,-69.845,-17.893,15.136,133.681,0.895,7
0.994,0.979,-72.587,-18.166,15.094,118.402,0.857,7
1,1,-69.436,-18.008,15.005,138.596,0.907,7
1,1,-71.068,-17.808,15.191,133.28,0.85,7
0.994,0.977,-70.471,-18.083,14.978,113.814,0.87,7
1,1,-69.934,-18.403,14.873,123.784,0.862,7
1,1,-71.103,-17.779,15.397,121.278,0.866,7
0.994,0.971,-72.948,-17.78,14.558,143.788,0.869,7
0.99,0.957,-71.383,-18.357,14.522,99.228,0.875,7
0.995,0.973,-72.91,-17.964,14.188,115.798,0.88,7
0.994,0.978,-69.193,-18.252,14.974,130.074,0.847,7
1,1,-73.605,-18.431,14.047,113.928,0.865,7
0.982,0.932,-68.705,-17.959,16.88,143.218,0.852,7
1,1,-70.657,-18.006,14.376,116.108,0.846,7
1,1,-72.518,-17.937,14.812,123.944,0.863,7
0.978,0.927,-72.984,-18.462,14.818,108.401,0.878,7
1,1,-68.947,-18.029,14.704,129.422,0.907,7
0.989,0.956,-72.459,-18.37,14.326,123.484,0.871,7
1,1,-68.938,-18.095,15.29,134.007,0.878,7
0.989,0.955,-70.704,-18.084,13.674,99.228,0.86,7
0.989,0.963,-71.913,-18.144,14.898,116.503,0.89,7
0.977,0.934,-73.164,-18.198,13.607,108.481,0.872,7
1,1,-69.109,-18.167,14.402,108.874,0.877,7
0.991,0.953,-73.636,-18.101,14.137,103.854,0.863,7
0.995,0.979,-70.78,-18.442,14.541,118.074,0.888,7
0.984,0.912,-72.624,-18.019,15.49,135.437,0.833,7
1,1,-77.069,-18.029,13.272,103.032,0.874,7
0.994,0.975,-73.273,-18.06,14.681,123.91,0.903,7
1,1,-73.585,-17.683,14.309,120.238,0.841,7
0.993,0.978,-71.157,-18.209,15.93,143.356,0.882,7
1,1,-72.052,-17.886,13.68,108.874,0.889,7
1,1,-70.688,-17.823,15.321,156.763,0.896,7
1,1,-70.483,-17.892,15.068,133.739,0.851,7
0.989,0.949,-72.443,-17.943,14.913,115.875,0.887,7
1,1,-69.297,-17.953,16.023,113.586,0.867,7
0.994,0.978,-70.277,-18.129,15.85,128.499,0.895,7
0.994,0.978,-74.504,-18.097,12.954,109.469,0.89,7
1,1,-75.41,-17.847,13.934,98.767,0.874,7
0.985,0.941,-72.04,-18.116,14.875,99.228,0.898,7
0.977,0.923,-72.029,-18.236,14.642,117.869,0.906,7
0.984,0.927,-72.148,-17.823,15.031,126.859,0.871,7
1,1,-73.031,-18.199,14.87,118.402,0.909,7
1,1,-73.143,-18.37,13.938,108.547,0.925,7
1,1,-70.586,-18.118,15.72,118.981,0.905,7
0.984,0.94,-72.457,-18.091,15.253,99.228,0.892,7
0.994,0.978,-72.628,-17.815,14.961,116.224,0.886,7
0.988,0.96,-73.672,-18.289,15.204,118.402,0.931,7
0.994,0.977,-72.981,-18.006,13.587,98.668,0.874,7
0.984,0.944,-70.817,-18.153,15.598,128.628,0.928,7
1,1,-74.611,-18.148,13.055,109.334,0.907,7
0.984,0.933,-71.942,-18.043,15.302,121.156,0.887,7
1,1,-69.643,-18.273,15.914,100.107,0.907,7
1,1,-73.32,-18.054,14.726,115.054,0.887,7
0.994,0.977,-71.418,-17.745,15.293,138.734,0.869,7
1,1,-70.054,-18.098,15.572,134.141,0.888,7
0.99,0.946,-71.618,-17.696,15.941,128.499,0.893,7
0.989,0.962,-72.456,-17.944,13.61,98.93,0.882,7
0.984,0.948,-73.247,-18.182,14.274,111.204,0.89,7
0.995,0.981,-72.752,-18.341,14.258,100.508,0.908,7
0.978,0.905,-70.449,-17.814,15.802,128.628,0.865,7
0.995,0.974,-73.298,-17.753,13.939,123.662,0.863,7
0.99,0.949,-70.164,-17.782,16.455,123.91,0.884,7
0.994,0.974,-74.322,-18.062,14.524,121.278,0.885,7
0.985,0.942,-70.629,-18.132,15.003,101.326,0.895,7
0.979,0.92,-73.257,-18.072,14.25,123.662,0.893,7
1,1,-72.311,-18.052,15.751,113.501,0.879,7
0.974,0.913,-73.815,-17.652,14.535,113.814,0.863,7
0.99,0.963,-72.377,-17.898,15.62,121.156,0.897,7
1,1,-68.047,-18.555,16.213,103.461,0.922,7
0.994,0.975,-71.55,-17.783,15.248,132.171,0.875,7
0.994,0.98,-69.237,-18.34,15.598,107.401,0.923,7
0.987,0.964,-72.398,-18.521,14.351,103.461,0.909,7
1,1,-70.367,-18.489,14.498,118.266,0.919,7
0.994,0.974,-68.64,-18.185,16.393,138.274,0.869,7
0.994,0.972,-71.809,-18.173,15.4,148.189,0.918,7
0.993,0.982,-70.294,-18.225,14.646,128.242,0.915,7
0.982,0.925,-72.356,-18.229,14.519,100.215,0.909,7
1,1,-68.777,-18.276,16.424,110.076,0.885,7
1,1,-71.516,-18.142,14.931,145.938,0.905,7
1,1,-71.156,-18.179,13.996,103.75,0.876,7
0.995,0.977,-68.816,-18.281,15.606,113.387,0.888,7
0.988,0.955,-70.34,-18.341,14.895,118.521,0.909,7
1,1,-71.576,-18.108,14.495,108.548,0.889,7
1,1,-68.813,-18.266,15.58,99.128,0.895,7
0.994,0.98,-69.002,-18.209,14.991,116.224,0.915,7
0.988,0.951,-69.962,-17.992,15.428,119.456,0.883,7
1,1,-71.957,-18.34,14.174,100.407,0.901,7
0.995,0.977,-68.604,-18.017,15.612,105.517,0.923,7
0.994,0.978,-69.603,-18.328,15.647,123.662,0.909,7
0.964,0.88,-68.965,-18.251,16.28,128.234,0.904,7
0.994,0.982,-67.628,-18.121,15.648,98.668,0.872,7
1,1,-67.95,-18.01,16.381,118.017,0.895,7
0.995,0.98,-74.77,-18.179,14.555,108.765,0.889,7
1,1,-70.226,-18.343,14.761,118.682,0.892,7
0.994,0.984,-69.826,-18.329,15.242,99.228,0.888,7
0.995,0.967,-68.95,-17.82,15.607,124.034,0.882,7
0.994,1,-70.755,-18.127,15.68,121.278,0.911,7
0.989,0.968,-69.592,-18.277,16.119,103.52,0.916,7
0.989,0.958,-69.852,-18.126,15.592,118.981,0.911,7
0.984,0.951,-71.036,-18.32,14.61,102.804,0.886,7
0.995,0.979,-69.597,-18.327,15.43,103.854,0.911,7
0.983,0.94,-72.519,-18.325,14.495,111.122,0.893,7
0.995,0.977,-69.61,-18.339,16.106,121.278,0.899,7
0.969,0.887,-69.203,-18.11,16.156,120.295,0.907,7
1,1,-70.466,-17.927,15.356,138.136,0.903,7
0.991,0.966,-68.416,-18.368,14.823,93.466,0.904,7
0.984,0.948,-69.936,-18.469,14.394,96.067,0.9,7
1,1,-69.845,-18.476,13.99,111.037,0.909,7
1,1,-71.181,-17.992,15.313,113.928,0.912,7
1,1,-68.619,-18.33,16.592,99.228,0.903,7
1,1,-75.174,-18.037,12.86,99.228,0.917,7
0.994,0.977,-72.951,-18.085,14.501,116.108,0.921,7
1,1,-72.561,-18.222,14.503,117.538,0.902,7
1,1,-70.262,-18.319,13.826,103.766,0.917,7
0.994,0.978,-70.032,-18.419,15.053,124.034,0.91,7
1,1,-70.53,-18.005,15.511,116.224,0.907,7
1,1,-74.085,-18.136,14.505,123.662,0.938,7
1,1,-72.749,-18.281,14.831,111.676,0.889,7
0.994,0.978,-73.216,-18.03,14.854,124.034,0.914,7
0.989,0.967,-71.323,-18.627,14.812,118.521,0.888,7
0.994,0.982,-72.262,-18.137,13.439,97.977,0.897,7
0.983,0.954,-69.068,-18.197,16.123,128.499,0.907,7
0.99,0.963,-73.843,-17.973,13.68,96.471,0.893,7
1,1,-69.295,-18.339,13.909,108.439,0.905,7
1,1,-67.96,-18.205,16.217,129.418,0.926,7
0.99,0.964,-73.072,-18.365,13.427,98.668,0.9,7
0.98,0.918,-72.153,-18.37,15.084,105.063,0.936,7
0.989,0.978,-73.962,-18.314,14.157,113.928,0.908,7
0.994,0.981,-71.846,-18.163,13.83,103.135,0.901,7
1,1,-73.394,-18.178,14.793,109.225,0.878,7
1,1,-72.321,-18.49,15.894,123.91,0.907,7
1,1,-68.612,-17.873,15.671,120.473,0.862,7
0.994,0.983,-70.565,-18.285,14.889,113.009,0.894,7
0.989,0.958,-71.789,-18.122,14.236,123.848,0.896,7
0.985,0.953,-72.467,-18.243,15.349,99.128,0.915,7
1,1,-72.748,-18.266,14.225,117.733,0.944,7
1,1,-70.359,-18.161,14.867,103.854,0.923,7
1,1,-71.559,-18.239,14.157,100.308,0.907,7
1,1,-70.83,-18.228,14.264,111.323,0.896,7
0.989,0.967,-71.841,-18.08,14.995,113.292,0.919,7
0.989,0.968,-71.557,-18.277,16.333,103.461,0.93,7
0.978,0.925,-71.462,-18.468,14.058,102.111,0.914,7
1,1,-71.33,-18.273,13.462,95.551,0.923,7
0.983,0.951,-71.915,-18.225,15.536,124.034,0.919,7
0.979,0.939,-73.562,-18.234,12.609,88.137,0.879,7
0.989,0.964,-69.669,-18.437,14.758,106.471,0.889,7
0.989,0.959,-72.761,-18.204,13.049,117.439,0.912,7
0.995,0.981,-70.048,-18.173,15.011,106.446,0.885,7
0.989,0.957,-71.83,-18.055,15.038,108.874,0.895,7
0.988,0.966,-72.712,-18.416,14.696,113.753,0.921,7
0.989,0.969,-71.538,-18.074,14.799,113.928,0.891,7
0.994,0.979,-70.943,-18.199,15.113,116.05,0.907,7
0.995,0.982,-72.441,-18.269,13.687,89.032,0.888,7
0.984,0.941,-70.721,-18.121,14.745,101.197,0.882,7
1,1,-69.608,-17.889,16.04,121.278,0.854,7
1,1,-71.912,-17.917,14.468,118.802,0.862,7
1,1,-70.401,-18.196,14.326,111.204,0.864,7
1,1,-69.138,-18.011,15.947,121.278,0.825,7
0.994,0.978,-72.51,-18.174,14.656,120.225,0.882,7
1,1,-72.556,-17.8,14.682,115.875,0.877,7
0.994,0.98,-72.095,-18.434,13.892,118.165,0.864,7
0.99,0.964,-73.468,-18.08,14.016,118.165,0.887,7
0.994,0.98,-72.076,-17.804,14.642,113.814,0.891,7
0.989,0.966,-69.959,-18.092,15.591,113.961,0.873,7
0.99,0.964,-70.51,-18.17,15.566,98.668,0.883,7
1,1,-72.312,-17.907,14.257,98.767,0.878,7
1,1,-70.011,-17.917,14.762,103.888,0.887,7
1,1,-71.079,-18.221,14.703,113.049,0.878,7
0.994,0.981,-73.186,-18.152,13.621,123.848,0.88,7
1,1,-71.599,-17.833,14.461,112.911,0.867,7
0.99,0.963,-71.832,-18.2,13.806,98.668,0.865,7
0.981,0.957,-71.13,-17.939,14.555,113.501,0.867,7
0.994,0.981,-70.299,-18.079,14.876,118.624,0.886,7
0.99,0.962,-70.836,-18.103,15.622,113.928,0.877,7
0.967,0.9,-75.671,-18.214,13.495,99.228,0.891,7
0.989,0.97,-72.005,-18.579,13.967,98.668,0.868,7
1,1,-70.531,-17.687,14.832,113.928,0.859,7
1,1,-71.922,-18.431,13.853,99.088,0.915,7
0.988,0.966,-72.525,-18.327,13.972,118.165,0.893,7
0.995,1,-73.413,-18.256,13.381,99.128,0.905,7
0.995,0.98,-70.637,-17.806,14.966,109.334,0.893,7
0.99,0.957,-69.433,-17.966,15.661,118.402,0.857,7
1,1,-70.26,-18.099,15.398,109.334,0.895,7
0.99,0.968,-70.544,-18.03,14.275,96.471,0.898,7
0.99,0.964,-72.361,-18.224,14.572,113.928,0.898,7
0.99,0.969,-71.63,-18.256,14.023,106.372,0.925,7
1,1,-73.097,-17.697,14.843,121.156,0.889,7
0.988,0.969,-73.055,-17.997,13.681,111.093,0.884,7
0.994,0.984,-71.805,-18.217,13.651,103.461,0.9,7
1,1,-70.678,-18.409,14.524,96.374,0.906,7
0.995,0.978,-71.824,-17.815,14.525,103.888,0.889,7
0.974,0.902,-71.157,-18.007,14.912,121.936,0.909,7
0.986,0.953,-70.651,-18.157,15,113.847,0.878,7
0.99,0.962,-69.523,-18.006,14.924,98.619,0.889,7
1,1,-71.311,-18.206,14.783,118.521,0.887,7
1,1,-73.224,-18.476,14.71,123.662,0.938,7
1,1,-73.233,-17.996,14.404,114.7,0.874,7
0.988,0.956,-70.68,-18.461,15.642,123.91,0.869,7
0.994,0.972,-70.591,-17.828,15.754,128.628,0.854,7
0.99,0.964,-73.485,-18.042,16.197,118.047,0.868,7
0.994,0.98,-72.522,-18.381,13.467,116.108,0.876,7
1,1,-72.397,-18.406,14.635,109.334,0.877,7
0.995,0.974,-71.215,-18.319,15.569,111.093,0.868,7
0.994,0.981,-71.138,-18.477,14.677,125.909,0.923,7
1,1,-71.31,-17.906,15.116,121.278,0.895,7
1,1,-72.269,-18.228,15.625,119.99,0.892,7
1,1,-72.232,-17.977,15.02,108.765,0.889,7
0.995,0.981,-72.236,-18.221,15.878,118.402,0.897,7
1,1,-72.569,-18.087,13.413,108.874,0.911,7
0.99,0.962,-73.129,-18.273,14.731,98.93,0.888,7
1,1,-71.318,-18.05,14.754,113.847,0.888,7
0.994,0.978,-72.16,-18.124,15.289,113.961,0.909,7
0.989,0.947,-73.387,-18.031,14.137,103.854,0.857,7
0.995,0.981,-72.333,-18.164,16.149,103.75,0.906,7
1,1,-73.25,-18.012,15.369,98.585,0.88,7
1,1,-73.831,-18.163,14.357,133.353,0.893,7
0.995,0.978,-73.518,-18.248,14.586,96.471,0.913,7
0.994,0.981,-73.685,-18.688,12.793,108.439,0.954,7
0.984,0.925,-71.218,-17.701,14.691,124.034,0.845,7
1,1,-71.33,-18.513,13.512,108.874,0.881,7
0.988,0.962,-73.273,-18.045,14.356,118.802,0.87,7
0.995,0.98,-71.142,-18.214,15.369,108.908,0.879,7
0.983,0.944,-73.35,-18.178,14.553,98.767,0.862,7
0.988,0.962,-71.65,-18.395,14.103,108.765,0.902,7
0.994,0.981,-75.493,-18.461,13.886,99.128,0.897,7
1,1,-71.642,-18.13,13.778,99.228,0.859,7
0.989,0.964,-69.9,-18.33,14.764,110.759,0.887,7
0.984,0.935,-70.81,-17.958,15.443,113.016,0.909,7
0.989,0.965,-72.976,-18.266,15.202,113.814,0.899,7
0.981,0.944,-70.7,-18.429,15.15,113.586,0.91,7
0.995,0.979,-71,-18.286,15.246,113.928,0.896,7
1,1,-70.907,-18.073,15.567,116.224,0.851,7
0.989,0.958,-70.52,-18.076,14.647,98.93,0.879,7
0.978,0.923,-75.705,-18.31,15.225,123.662,0.946,7
0.971,0.906,-70.491,-18.047,16.514,131.384,0.9,7
0.986,0.944,-74.363,-17.93,15.012,96.471,0.867,7
1,1,-71.49,-18.586,14.473,133.701,0.846,7
0.993,0.977,-71.429,-18.454,14.898,123.538,0.879,7
0.987,0.941,-70.927,-18.281,15.202,122.845,0.855,7
0.989,0.968,-75.128,-18.217,14.102,113.1,0.887,7
0.994,0.976,-71.625,-18.481,15.724,113.928,0.884,7
0.978,0.909,-71.946,-18.425,16.36,122.935,0.896,7
1,1,-72.073,-18.609,15.282,108.853,0.903,7
0.988,0.955,-74.168,-18.239,13.823,105.561,0.876,7
0.994,0.982,-71.615,-18.406,15.675,105.561,0.876,7
1,1,-71.108,-18.598,15.502,98.668,0.884,7
0.994,0.981,-71.69,-18.289,15.352,113.847,0.869,7
1,1,-70.246,-18.013,16.756,153.434,0.887,7
